,station_id,lat,lng
399,15615,41.96835449363,-87.7118306675
400,15621,41.961041,-87.705866
401,15622,41.961068,-87.695439
402,15623,41.961524,-87.691177
403,15624,41.953393,-87.732002
404,15628,41.95216219326,-87.698051113
405,15631,41.94524356848,-87.7066499009
406,15632,41.9466358306,-87.694614758
407,15634,41.943034,-87.687288
408,15640,41.939408,-87.723574
409,15642,41.93842879148,-87.698007756
410,15643,41.93058537138,-87.7237773635
411,15644,41.93533728263,-87.7168892935
412,15645,41.93190196886,-87.7011951301
413,15646,41.92669,-87.697668
414,15648,41.92463247165,-87.6893070063
415,15650,41.91710803478932,-87.71022096276283
416,15651,41.91751339399,-87.7018089555
417,15652,41.90965687563,-87.7166319516
418,15653,41.90976930169,-87.7052804871
419,15654,41.90270659438,-87.709219571
420,15655,41.91402671273,-87.705126462
421,15664,41.8895,-87.688257
422,15666,41.88445395657,-87.6962981368
423,15667,41.88142526,-87.6866316818
424,15668,41.87474885079,-87.6864452757
425,15682,41.86649278172,-87.7064961757
426,15685,41.854063503874464,-87.71511733531952
427,15686,41.85353363213,-87.7050730318
428,15687,41.8481,-87.715068
429,15689,41.84910969176,-87.6951398068
430,15691,41.844507,-87.701655
431,15692,41.8436799145765,-87.69496858119965
432,16010,41.92459,-87.72785
433,16903,41.886841,-87.745261
434,16905,41.887664,-87.765469
435,16906,41.88794379427211,-87.77427345514297
436,16907,41.875679,-87.71547
437,16912,41.872131,-87.746619
438,16913,41.877613,-87.745405
439,16915,41.872993,-87.764499
440,16916,41.880121,-87.763238
441,16918,41.880281,-87.774453
442,16920,41.894958,-87.764902
443,16921,41.894887,-87.774704
444,16932,41.823465,-87.665577
445,16933,41.823613,-87.650931
446,16937,41.809719,-87.663477
447,16940,41.803023,-87.664699
448,16943,41.792822,-87.664429
449,16948,41.779374,-87.664843
450,16950,41.774074,-87.663815
451,16951,41.75927403933122,-87.67363429069519
452,16953,41.75797,-87.63121
453,16970,41.751785,-87.578496
454,16991,41.954468,-87.749594
455,16994,41.94707089418471,-87.74000823497772
456,17660,41.900363,-87.696704
457,18003,41.895748,-87.620104
458,18016,41.949923,-87.713949
459,18017,41.914166,-87.716755
460,18022,41.826712,-87.683144
461,18025,41.77987,-87.650919
462,18058,41.895501,-87.682017
463,18062,41.884114,-87.654264
464,18067,41.91461,-87.667968
465,18069,41.907221,-87.655618
466,20.0,41.9122813,-87.6773211
467,20101,41.73784847673341,-87.64489978551863
468,20102,41.73237975329554,-87.65806943178177
469,20103,41.7282338,-87.6675239
470,20104,41.7218499,-87.6228544
471,20105,41.71971218361882,-87.6430195569992
